id,benefits,resources,mhd,coworker_chat,support_options,age,sex,race
4097,Don't know,No,No,Yes,,43.0,Others,
4098,Don't know,Don't know,Don't know,Don't know,,59.0,Female,White
4099,Yes,Yes,Yes,No,,53.0,Male,White
4100,Yes,Don't know,No,Yes,,35.0,Male,White
4101,Yes,Yes,No,No,,27.0,Female,
4102,Yes,No,Don't know,No,,24.0,Female,
4103,Yes,Don't know,Yes,Yes,,29.0,Others,White
4104,Yes,No,Yes,No,,40.0,Female,
4105,Don't know,No,Don't know,No,,27.0,Male,
4106,Don't know,Don't know,No,Don't know,,46.0,Male,
4107,No,No,Yes,Yes,,39.0,Male,
4108,Don't know,Don't know,Don't know,Don't know,,19.0,Male,
4109,No,No,No,No,,28.0,Male,
4110,Don't know,Yes,No,Yes,,30.0,Male,Asian
4111,Yes,Yes,Yes,No,,29.0,Female,Black or African American
4112,Don't know,No,No,No,,24.0,Male,White
4113,Don't know,No,Yes,Yes,,25.0,Female,White
4114,Don't know,Don't know,No,Yes,,45.0,Male,
4115,Yes,Yes,Yes,No,,37.0,Male,Asian
4116,Don't know,No,No,No,,22.0,Male,White
4117,Yes,Yes,Yes,Yes,,35.0,Female,White
4118,Don't know,Don't know,Yes,No,,50.0,Male,White
4119,Yes,Yes,Yes,Yes,,45.0,Male,White
4120,Don't know,Don't know,Yes,Yes,,49.0,Male,
4121,No,No,No,Yes,,40.0,Male,
4122,Don't know,Don't know,Don't know,Don't know,,32.0,Male,
4123,Yes,Yes,No,No,,38.0,Female,
4124,Yes,Yes,Don't know,No,,37.0,Male,White
4125,Don't know,Don't know,Don't know,Yes,,28.0,Female,Others
4126,Yes,Yes,Don't know,No,,25.0,Male,Asian
4127,Don't know,Don't know,No,Don't know,,28.0,Male,
4128,Don't know,Don't know,Don't know,No,,38.0,Male,
4129,Don't know,No,No,No,,25.0,Male,
4130,Yes,No,Yes,Yes,,49.0,Male,
4131,Yes,No,Don't know,Yes,,19.0,Others,
4132,Don't know,Don't know,Don't know,Don't know,,43.0,Male,
4133,Yes,No,Don't know,No,,31.0,Male,
4134,Yes,Yes,Yes,Yes,,30.0,Male,
4135,Don't know,No,Yes,Yes,,39.0,Male,
4136,Don't know,No,Yes,Yes,,22.0,Male,
4137,Yes,Don't know,Yes,Yes,,29.0,Male,
4138,Don't know,Don't know,Yes,Don't know,,30.0,Male,
4139,Yes,No,Yes,No,,32.0,Male,
4140,No,No,Yes,No,,41.0,Male,
4141,Don't know,Don't know,Don't know,No,,27.0,Female,
4142,Don't know,Don't know,Don't know,Don't know,,19.0,Female,
4143,Yes,Don't know,Yes,No,,27.0,Male,White
4144,Don't know,Don't know,Don't know,Don't know,,31.0,Male,
4145,Don't know,Don't know,No,Don't know,,25.0,Female,
4146,No,Yes,No,No,,36.0,Male,
4147,No,No,Yes,No,,28.0,Female,White
4148,Yes,No,Don't know,Yes,,27.0,Female,Asian
4149,Yes,No,Yes,No,,47.0,Others,White
4150,Don't know,No,Yes,No,,25.0,Male,
4151,Don't know,No,No,Yes,,30.0,Female,Asian
4152,Don't know,Don't know,Yes,No,,45.0,Male,White
4153,Don't know,Don't know,Don't know,Don't know,,41.0,Others,
4154,No,No,Don't know,No,,24.0,Female,
4155,Don't know,No,No,Yes,,26.0,Female,Asian
4156,Yes,No,Yes,No,,32.0,Female,White
4157,Yes,Yes,Yes,No,,43.0,Female,White
4158,Don't know,Don't know,No,Don't know,,37.0,Male,Others
4159,Don't know,Don't know,Yes,No,,51.0,Male,White
4160,Don't know,Don't know,No,Don't know,,56.0,Male,White
4161,Yes,Yes,Don't know,Yes,,30.0,Male,White
4162,Don't know,No,No,No,,48.0,Others,White
4163,Yes,No,Yes,No,,28.0,Female,Others
4164,No,No,Yes,Yes,,26.0,Female,White
4165,No,No,No,No,,45.0,Male,White
4166,Yes,Yes,No,No,,37.0,Male,
4167,Yes,Yes,Yes,Yes,,42.0,Female,
4168,Don't know,No,Yes,Yes,,34.0,Male,Others
4169,Don't know,Yes,No,Yes,,35.0,Female,
4170,Yes,No,Yes,Yes,,28.0,Male,
4171,Don't know,No,No,No,,26.0,Male,
4172,Don't know,No,Don't know,No,,34.0,Female,
4173,Don't know,No,No,No,,28.0,Others,
4174,Yes,Yes,No,Yes,,34.0,Female,White
4175,Don't know,Don't know,No,Don't know,,45.0,Male,
4176,Don't know,Don't know,Don't know,Don't know,,59.0,Female,
4177,Don't know,No,Yes,No,,41.0,Male,Others
4178,Yes,Don't know,Yes,No,,38.0,Others,White
4179,Yes,Yes,No,No,,42.0,Female,White
4180,Don't know,Don't know,Yes,Yes,,21.0,Male,White
4181,Yes,No,No,Yes,,30.0,Female,White
4182,Yes,Yes,Yes,No,,46.0,Male,White
4183,Don't know,Don't know,Yes,Don't know,,36.0,Female,Black or African American
4184,Don't know,No,No,Yes,,41.0,Male,
4185,Don't know,Don't know,Yes,Don't know,,33.0,Female,
4186,Yes,Yes,Yes,Yes,,41.0,Male,
4187,Yes,Yes,Don't know,No,,25.0,Male,
4188,No,No,Yes,Yes,,27.0,Others,
4189,Don't know,Yes,Yes,Yes,,47.0,Female,White
4190,Yes,Don't know,Yes,No,,24.0,Male,White
4191,Yes,Yes,Yes,No,,40.0,Male,White
4192,Yes,No,No,No,,37.0,Male,White
4193,Don't know,Yes,Don't know,Yes,,38.0,Male,White
4194,Don't know,Yes,No,No,,47.0,Male,White
4195,Yes,Yes,Yes,Yes,,30.0,Female,White
4196,Don't know,No,Don't know,Yes,,24.0,Female,White
4197,Yes,Yes,Yes,Yes,,38.0,Female,White
4198,Yes,Yes,Yes,Yes,,42.0,Male,
4199,No,No,No,No,,39.0,Male,
4200,Don't know,Don't know,Don't know,No,,42.0,Male,White
4201,Yes,Don't know,Yes,Yes,,47.0,Male,White
4202,Yes,No,No,No,,29.0,Male,
4203,Yes,Don't know,No,Yes,,55.0,Male,Others
4204,Don't know,Don't know,Yes,Yes,,34.0,Others,Others
4205,Yes,Yes,No,Yes,,45.0,Male,
4206,Don't know,Yes,No,Yes,,46.0,Male,
4207,Yes,Yes,Don't know,No,,23.0,Female,
4208,No,No,Don't know,No,,22.0,Female,White
4209,No,No,Yes,Yes,,30.0,Male,
4210,Don't know,Don't know,Yes,Don't know,,27.0,Male,Others
4211,Yes,Don't know,Yes,No,,42.0,Female,White
4212,Yes,No,No,Yes,,26.0,Female,
4213,No,No,No,No,,31.0,Female,Asian
4214,Don't know,Don't know,Don't know,No,,27.0,Male,
4215,Don't know,Don't know,No,Don't know,,48.0,Male,White
4216,Don't know,Don't know,No,Don't know,,50.0,Male,
4217,No,No,Don't know,No,,30.0,Female,
4218,Yes,Yes,Yes,No,,24.0,Female,White
